name,datetime,kWh,pressure,temperature,wind_direction,wind_speed
25 Gordon Street,2017-02-05 18:00:00,12.5,29.78,43,350.0,7.0
25 Gordon Street,2017-02-05 18:30:00,12.5,29.81,43,340.0,8.0
25 Gordon Street,2017-02-05 19:00:00,12.0,29.81,43,300.0,8.0
25 Gordon Street,2017-02-05 19:30:00,11.5,29.84,41,310.0,8.0
25 Gordon Street,2017-02-05 20:00:00,12.5,29.87,43,310.0,6.0
25 Gordon Street,2017-02-05 20:30:00,11.5,29.87,43,300.0,9.0
25 Gordon Street,2017-02-05 21:00:00,11.5,29.9,43,310.0,7.0
25 Gordon Street,2017-02-05 21:30:00,12.0,29.9,43,300.0,9.0
25 Gordon Street,2017-02-05 22:00:00,11.5,29.93,43,310.0,9.0
25 Gordon Street,2017-02-05 22:30:00,11.0,29.93,41,300.0,7.0
25 Gordon Street,2017-02-05 23:00:00,11.5,29.96,41,300.0,8.0
25 Gordon Street,2017-02-05 23:30:00,11.5,29.96,41,300.0,8.0
25 Gordon Street,2017-02-06 00:00:00,16.5,29.96,41,300.0,7.0
25 Gordon Street,2017-02-06 00:30:00,11.0,29.98,41,290.0,7.0
25 Gordon Street,2017-02-06 01:00:00,11.0,29.98,41,290.0,8.0
25 Gordon Street,2017-02-06 01:30:00,11.5,29.98,41,300.0,8.0
25 Gordon Street,2017-02-06 02:00:00,11.0,30.01,41,300.0,8.0
25 Gordon Street,2017-02-06 02:30:00,10.5,30.01,39,300.0,8.0
25 Gordon Street,2017-02-06 03:00:00,11.0,30.01,39,290.0,8.0
25 Gordon Street,2017-02-06 03:30:00,11.0,30.04,41,300.0,5.0
25 Gordon Street,2017-02-06 04:30:00,11.0,30.04,39,290.0,2.0
25 Gordon Street,2017-02-06 05:00:00,11.5,30.04,39,270.0,3.0
25 Gordon Street,2017-02-06 05:30:00,11.5,30.07,39,290.0,5.0
25 Gordon Street,2017-02-06 07:00:00,15.0,30.07,37,230.0,5.0
25 Gordon Street,2017-02-06 08:30:00,16.0,30.07,39,230.0,7.0
25 Gordon Street,2017-02-06 09:00:00,18.0,30.07,39,220.0,6.0
25 Gordon Street,2017-02-06 09:30:00,20.5,30.07,41,260.0,5.0
25 Gordon Street,2017-02-06 10:00:00,23.0,30.07,41,230.0,5.0
25 Gordon Street,2017-02-06 11:30:00,25.5,30.07,45,90.0,5.0
25 Gordon Street,2017-02-06 12:00:00,26.0,30.07,45,90.0,7.0
25 Gordon Street,2017-02-06 12:30:00,26.0,30.04,46,110.0,7.0
25 Gordon Street,2017-02-06 13:00:00,26.5,30.04,46,120.0,6.0
25 Gordon Street,2017-02-06 13:30:00,27.0,30.04,46,150.0,8.0
25 Gordon Street,2017-02-06 14:00:00,28.5,30.01,48,160.0,7.0
25 Gordon Street,2017-02-06 14:30:00,27.5,30.01,48,160.0,8.0
25 Gordon Street,2017-02-06 15:00:00,27.0,30.01,46,170.0,8.0
25 Gordon Street,2017-02-06 15:30:00,28.5,30.01,46,170.0,7.0
25 Gordon Street,2017-02-06 16:00:00,26.0,30.01,46,180.0,9.0
25 Gordon Street,2017-02-06 16:30:00,27.0,30.01,46,160.0,7.0
25 Gordon Street,2017-02-06 17:00:00,27.0,30.01,46,150.0,8.0
25 Gordon Street,2017-02-06 17:30:00,27.5,29.98,45,130.0,7.0
25 Gordon Street,2017-02-06 18:00:00,26.0,29.98,45,140.0,9.0
25 Gordon Street,2017-02-06 18:30:00,25.5,29.98,46,150.0,8.0
25 Gordon Street,2017-02-06 19:00:00,24.5,29.96,45,140.0,9.0
25 Gordon Street,2017-02-06 19:30:00,23.0,29.96,45,130.0,8.0
25 Gordon Street,2017-02-06 20:00:00,23.0,29.96,45,170.0,9.0
25 Gordon Street,2017-02-06 20:30:00,21.0,29.96,43,170.0,8.0
25 Gordon Street,2017-02-06 21:00:00,18.5,29.96,43,150.0,9.0
25 Gordon Street,2017-02-06 21:30:00,17.5,29.93,43,130.0,10.0
25 Gordon Street,2017-02-06 22:00:00,17.0,29.93,43,120.0,10.0
25 Gordon Street,2017-02-06 22:30:00,16.0,29.9,43,120.0,12.0
25 Gordon Street,2017-02-06 23:00:00,16.0,29.9,41,110.0,10.0
25 Gordon Street,2017-02-06 23:30:00,16.0,29.9,41,110.0,10.0
25 Gordon Street,2017-02-07 00:00:00,16.0,29.9,41,110.0,9.0
25 Gordon Street,2017-02-07 00:30:00,16.0,29.9,41,110.0,9.0
25 Gordon Street,2017-02-07 01:00:00,12.5,29.9,41,100.0,8.0
25 Gordon Street,2017-02-07 01:30:00,12.0,29.87,41,90.0,9.0
25 Gordon Street,2017-02-07 02:00:00,12.0,29.87,41,100.0,10.0
25 Gordon Street,2017-02-07 02:30:00,11.5,29.87,43,100.0,8.0
25 Gordon Street,2017-02-07 03:00:00,12.0,29.87,43,100.0,7.0
25 Gordon Street,2017-02-07 03:30:00,11.5,29.84,43,100.0,7.0
25 Gordon Street,2017-02-07 04:00:00,12.0,29.84,43,90.0,7.0
25 Gordon Street,2017-02-07 04:30:00,12.0,29.87,43,90.0,7.0
25 Gordon Street,2017-02-07 05:00:00,11.5,29.84,43,90.0,7.0
25 Gordon Street,2017-02-07 05:30:00,12.5,29.87,43,100.0,5.0
25 Gordon Street,2017-02-07 06:00:00,13.0,29.87,43,90.0,6.0
25 Gordon Street,2017-02-07 06:30:00,14.0,29.87,43,90.0,3.0
25 Gordon Street,2017-02-07 07:00:00,17.0,29.87,43,70.0,5.0
25 Gordon Street,2017-02-07 07:30:00,16.5,29.87,43,90.0,5.0
25 Gordon Street,2017-02-07 09:30:00,22.0,29.9,46,280.0,9.0
25 Gordon Street,2017-02-07 10:00:00,22.5,29.9,46,290.0,12.0
25 Gordon Street,2017-02-07 10:30:00,23.5,29.9,46,280.0,12.0
25 Gordon Street,2017-02-07 11:00:00,24.0,29.93,48,280.0,13.0
25 Gordon Street,2017-02-07 11:30:00,24.5,29.93,48,300.0,12.0
25 Gordon Street,2017-02-07 12:00:00,26.0,29.93,48,290.0,9.0
25 Gordon Street,2017-02-07 12:30:00,25.0,29.93,50,280.0,9.0
25 Gordon Street,2017-02-07 13:00:00,25.5,29.93,50,280.0,10.0
25 Gordon Street,2017-02-07 13:30:00,25.0,29.93,52,300.0,13.0
25 Gordon Street,2017-02-07 14:00:00,27.5,29.93,50,300.0,9.0
25 Gordon Street,2017-02-07 14:30:00,27.5,29.93,52,290.0,9.0
25 Gordon Street,2017-02-07 15:00:00,27.5,29.96,52,300.0,8.0
25 Gordon Street,2017-02-07 15:30:00,27.0,29.96,50,300.0,9.0
25 Gordon Street,2017-02-07 16:00:00,26.0,29.96,50,300.0,6.0
25 Gordon Street,2017-02-07 16:30:00,26.0,29.96,50,300.0,5.0
25 Gordon Street,2017-02-07 18:00:00,28.0,29.98,48,10.0,2.0
25 Gordon Street,2017-02-07 20:00:00,23.5,30.01,45,70.0,3.0
25 Gordon Street,2017-02-07 20:30:00,22.0,30.04,45,60.0,5.0
25 Gordon Street,2017-02-07 21:30:00,22.0,30.04,43,50.0,6.0
25 Gordon Street,2017-02-07 22:00:00,18.0,30.04,43,360.0,2.0
25 Gordon Street,2017-02-07 22:30:00,18.0,30.07,43,50.0,1.0
25 Gordon Street,2017-02-08 00:30:00,15.5,30.1,43,350.0,5.0
25 Gordon Street,2017-02-08 01:00:00,15.5,30.13,43,340.0,5.0
25 Gordon Street,2017-02-08 02:00:00,14.5,30.13,41,300.0,3.0
25 Gordon Street,2017-02-08 03:00:00,12.0,30.13,41,60.0,3.0
25 Gordon Street,2017-02-08 03:30:00,12.5,30.16,39,70.0,3.0
25 Gordon Street,2017-02-08 04:30:00,12.0,30.16,41,340.0,5.0
25 Gordon Street,2017-02-08 05:00:00,13.5,30.19,39,340.0,7.0
25 Gordon Street,2017-02-08 06:30:00,14.0,30.22,39,350.0,8.0
25 Gordon Street,2017-02-08 07:00:00,18.0,30.22,39,340.0,5.0
25 Gordon Street,2017-02-08 07:30:00,16.5,30.25,39,300.0,7.0
25 Gordon Street,2017-02-08 08:00:00,15.0,30.25,39,350.0,5.0
25 Gordon Street,2017-02-08 08:30:00,15.0,30.25,39,350.0,7.0
25 Gordon Street,2017-02-08 09:00:00,20.0,30.25,39,360.0,5.0
25 Gordon Street,2017-02-08 09:30:00,22.5,30.28,39,10.0,7.0
25 Gordon Street,2017-02-08 10:00:00,23.0,30.28,41,360.0,6.0
25 Gordon Street,2017-02-08 10:30:00,23.5,30.28,41,30.0,9.0
25 Gordon Street,2017-02-08 11:00:00,24.5,30.28,41,30.0,12.0
25 Gordon Street,2017-02-08 11:30:00,25.0,30.31,41,40.0,9.0
25 Gordon Street,2017-02-08 12:00:00,27.0,30.31,41,50.0,9.0
25 Gordon Street,2017-02-08 12:30:00,29.5,30.31,41,50.0,8.0
25 Gordon Street,2017-02-08 13:00:00,30.5,30.31,41,60.0,8.0
25 Gordon Street,2017-02-08 13:30:00,30.0,30.31,41,30.0,8.0
25 Gordon Street,2017-02-08 14:00:00,30.5,30.31,41,40.0,8.0
25 Gordon Street,2017-02-08 14:30:00,27.5,30.34,41,20.0,6.0
25 Gordon Street,2017-02-08 15:00:00,29.0,30.34,41,30.0,7.0
25 Gordon Street,2017-02-08 15:30:00,26.0,30.34,41,50.0,8.0
25 Gordon Street,2017-02-08 16:00:00,24.5,30.34,41,40.0,7.0
25 Gordon Street,2017-02-08 16:30:00,27.0,30.34,39,30.0,9.0
25 Gordon Street,2017-02-08 17:00:00,28.0,30.37,39,40.0,9.0
25 Gordon Street,2017-02-08 17:30:00,25.5,30.37,39,40.0,7.0
25 Gordon Street,2017-02-08 18:00:00,25.0,30.37,39,20.0,9.0
25 Gordon Street,2017-02-08 18:30:00,25.0,30.37,39,30.0,9.0
25 Gordon Street,2017-02-08 19:00:00,24.5,30.4,39,30.0,8.0
25 Gordon Street,2017-02-08 19:30:00,23.0,30.4,39,30.0,8.0
25 Gordon Street,2017-02-08 20:00:00,22.0,30.4,39,30.0,8.0
25 Gordon Street,2017-02-08 20:30:00,22.0,30.4,37,30.0,9.0
25 Gordon Street,2017-02-08 21:00:00,21.5,30.4,37,40.0,8.0
25 Gordon Street,2017-02-08 21:30:00,20.5,30.4,37,30.0,7.0
25 Gordon Street,2017-02-08 22:00:00,17.5,30.4,37,30.0,6.0
25 Gordon Street,2017-02-08 22:30:00,18.0,30.4,37,30.0,8.0
25 Gordon Street,2017-02-08 23:00:00,18.0,30.4,37,30.0,8.0
25 Gordon Street,2017-02-08 23:30:00,15.5,30.4,37,30.0,8.0
25 Gordon Street,2017-02-09 00:00:00,15.5,30.4,37,30.0,7.0
25 Gordon Street,2017-02-09 00:30:00,16.0,30.4,37,20.0,8.0
25 Gordon Street,2017-02-09 01:00:00,16.5,30.4,37,30.0,8.0
25 Gordon Street,2017-02-09 01:30:00,13.5,30.4,37,40.0,8.0
25 Gordon Street,2017-02-09 02:00:00,12.5,30.4,37,20.0,7.0
25 Gordon Street,2017-02-09 02:30:00,12.5,30.37,37,30.0,8.0
25 Gordon Street,2017-02-09 03:00:00,13.0,30.37,37,50.0,9.0
25 Gordon Street,2017-02-09 03:30:00,13.0,30.37,37,40.0,8.0
25 Gordon Street,2017-02-09 04:00:00,12.5,30.37,37,50.0,9.0
25 Gordon Street,2017-02-09 04:30:00,13.0,30.37,37,40.0,9.0
25 Gordon Street,2017-02-09 05:00:00,12.5,30.37,37,40.0,8.0
25 Gordon Street,2017-02-09 05:30:00,12.5,30.37,37,30.0,6.0
25 Gordon Street,2017-02-09 06:00:00,13.5,30.37,37,40.0,8.0
25 Gordon Street,2017-02-09 06:30:00,16.5,30.37,36,40.0,8.0
25 Gordon Street,2017-02-09 07:00:00,18.0,30.37,37,40.0,10.0
25 Gordon Street,2017-02-09 07:30:00,18.0,30.37,36,40.0,9.0
25 Gordon Street,2017-02-09 08:00:00,19.0,30.37,36,40.0,10.0
25 Gordon Street,2017-02-09 08:30:00,20.0,30.37,36,30.0,9.0
25 Gordon Street,2017-02-09 09:00:00,20.5,30.34,36,60.0,8.0
25 Gordon Street,2017-02-09 09:30:00,24.5,30.34,36,50.0,9.0
25 Gordon Street,2017-02-09 10:00:00,25.5,30.34,36,50.0,9.0
25 Gordon Street,2017-02-09 10:30:00,28.5,30.34,37,40.0,8.0
25 Gordon Street,2017-02-09 11:00:00,28.0,30.34,37,50.0,10.0
25 Gordon Street,2017-02-09 11:30:00,29.0,30.34,37,40.0,10.0
25 Gordon Street,2017-02-09 12:00:00,30.5,30.34,37,50.0,9.0
25 Gordon Street,2017-02-09 12:30:00,28.0,30.31,37,50.0,9.0
25 Gordon Street,2017-02-09 13:00:00,30.0,30.31,37,50.0,10.0
25 Gordon Street,2017-02-09 13:30:00,30.0,30.31,37,50.0,10.0
25 Gordon Street,2017-02-09 14:00:00,30.0,30.28,37,50.0,9.0
25 Gordon Street,2017-02-09 14:30:00,29.0,30.28,37,60.0,10.0
25 Gordon Street,2017-02-09 15:00:00,26.5,30.28,37,60.0,9.0
25 Gordon Street,2017-02-09 15:30:00,26.5,30.28,36,50.0,8.0
25 Gordon Street,2017-02-09 16:00:00,27.0,30.28,36,40.0,9.0
25 Gordon Street,2017-02-09 16:30:00,28.0,30.28,36,50.0,9.0
25 Gordon Street,2017-02-09 17:00:00,27.5,30.28,36,50.0,9.0
25 Gordon Street,2017-02-09 17:30:00,26.5,30.25,36,60.0,9.0
25 Gordon Street,2017-02-09 18:00:00,24.0,30.25,36,50.0,9.0
25 Gordon Street,2017-02-09 18:30:00,20.0,30.25,36,60.0,10.0
25 Gordon Street,2017-02-09 19:00:00,22.0,30.25,36,60.0,13.0
25 Gordon Street,2017-02-09 19:30:00,21.5,30.25,36,40.0,10.0
25 Gordon Street,2017-02-09 20:00:00,20.0,30.25,36,50.0,12.0
25 Gordon Street,2017-02-09 20:30:00,19.5,30.25,36,40.0,12.0
25 Gordon Street,2017-02-09 21:00:00,21.5,30.25,36,30.0,10.0
25 Gordon Street,2017-02-09 21:30:00,18.5,30.25,36,30.0,10.0
25 Gordon Street,2017-02-09 22:00:00,17.0,30.25,36,40.0,9.0
25 Gordon Street,2017-02-09 22:30:00,16.5,30.22,36,40.0,7.0
25 Gordon Street,2017-02-09 23:00:00,15.5,30.22,36,30.0,8.0
25 Gordon Street,2017-02-09 23:30:00,15.0,30.22,36,40.0,9.0
25 Gordon Street,2017-02-10 00:00:00,17.0,30.22,36,40.0,9.0
25 Gordon Street,2017-02-10 00:30:00,14.5,30.22,36,40.0,8.0
25 Gordon Street,2017-02-10 01:00:00,11.5,30.22,36,30.0,8.0
25 Gordon Street,2017-02-10 01:30:00,11.0,30.22,37,30.0,8.0
25 Gordon Street,2017-02-10 02:00:00,11.5,30.22,36,40.0,8.0
25 Gordon Street,2017-02-10 02:30:00,11.5,30.22,36,30.0,8.0
25 Gordon Street,2017-02-10 03:00:00,11.0,30.22,36,30.0,8.0
25 Gordon Street,2017-02-10 03:30:00,11.5,30.19,36,30.0,9.0
25 Gordon Street,2017-02-10 04:00:00,12.0,30.19,36,30.0,9.0
25 Gordon Street,2017-02-10 04:30:00,11.5,30.19,36,30.0,9.0
25 Gordon Street,2017-02-10 05:00:00,12.0,30.19,36,30.0,9.0
25 Gordon Street,2017-02-10 05:30:00,12.5,30.19,36,20.0,8.0
25 Gordon Street,2017-02-10 06:00:00,13.5,30.19,36,30.0,9.0
25 Gordon Street,2017-02-10 06:30:00,17.0,30.19,36,20.0,9.0
25 Gordon Street,2017-02-10 07:00:00,18.0,30.22,36,20.0,10.0
25 Gordon Street,2017-02-10 07:30:00,17.0,30.22,36,30.0,12.0
25 Gordon Street,2017-02-10 08:00:00,16.5,30.22,36,20.0,13.0
25 Gordon Street,2017-02-10 08:30:00,17.0,30.22,36,30.0,10.0
25 Gordon Street,2017-02-10 09:00:00,20.0,30.22,36,30.0,10.0
25 Gordon Street,2017-02-10 09:30:00,23.0,30.22,36,30.0,9.0
25 Gordon Street,2017-02-10 10:00:00,25.5,30.22,36,20.0,9.0
25 Gordon Street,2017-02-10 10:30:00,26.5,30.22,36,20.0,9.0
25 Gordon Street,2017-02-10 11:00:00,26.5,30.22,36,10.0,8.0
25 Gordon Street,2017-02-10 11:30:00,28.0,30.22,36,20.0,10.0
25 Gordon Street,2017-02-10 12:00:00,30.0,30.22,36,20.0,9.0
25 Gordon Street,2017-02-10 12:30:00,28.0,30.22,36,30.0,9.0
25 Gordon Street,2017-02-10 13:00:00,29.5,30.19,37,30.0,10.0
25 Gordon Street,2017-02-10 13:30:00,28.5,30.19,37,40.0,12.0
25 Gordon Street,2017-02-10 14:00:00,29.5,30.19,37,40.0,10.0
25 Gordon Street,2017-02-10 14:30:00,28.5,30.19,37,30.0,10.0
25 Gordon Street,2017-02-10 15:00:00,30.0,30.19,37,30.0,9.0
25 Gordon Street,2017-02-10 15:30:00,29.5,30.19,37,20.0,10.0
25 Gordon Street,2017-02-10 16:00:00,31.5,30.19,37,20.0,8.0
25 Gordon Street,2017-02-10 16:30:00,29.5,30.19,36,20.0,8.0
25 Gordon Street,2017-02-10 17:00:00,30.0,30.19,36,10.0,8.0
25 Gordon Street,2017-02-10 17:30:00,25.5,30.19,36,340.0,6.0
25 Gordon Street,2017-02-10 18:00:00,25.5,30.19,36,360.0,7.0
25 Gordon Street,2017-02-10 18:30:00,23.0,30.19,36,340.0,6.0
25 Gordon Street,2017-02-10 19:00:00,20.5,30.19,36,350.0,8.0
25 Gordon Street,2017-02-10 19:30:00,19.0,30.19,36,350.0,8.0
25 Gordon Street,2017-02-10 20:00:00,19.5,30.19,36,340.0,7.0
25 Gordon Street,2017-02-10 20:30:00,19.0,30.19,36,340.0,8.0
25 Gordon Street,2017-02-10 21:00:00,17.5,30.19,36,340.0,8.0
25 Gordon Street,2017-02-10 21:30:00,18.0,30.19,36,340.0,9.0
25 Gordon Street,2017-02-10 22:00:00,18.0,30.19,36,340.0,6.0
25 Gordon Street,2017-02-10 22:30:00,17.0,30.19,36,340.0,8.0
25 Gordon Street,2017-02-10 23:00:00,18.0,30.19,36,340.0,8.0
25 Gordon Street,2017-02-10 23:30:00,17.0,30.19,36,10.0,7.0
25 Gordon Street,2017-02-11 00:00:00,18.0,30.19,36,340.0,6.0
25 Gordon Street,2017-02-11 00:30:00,17.0,30.19,36,340.0,8.0
25 Gordon Street,2017-02-11 01:00:00,16.5,30.16,36,340.0,6.0
25 Gordon Street,2017-02-11 01:30:00,17.0,30.16,36,300.0,8.0
25 Gordon Street,2017-02-11 02:00:00,15.0,30.16,36,300.0,8.0
25 Gordon Street,2017-02-11 02:30:00,13.0,30.16,36,310.0,6.0
25 Gordon Street,2017-02-11 03:00:00,12.5,30.13,36,330.0,7.0
25 Gordon Street,2017-02-11 03:30:00,13.5,30.13,36,340.0,7.0
25 Gordon Street,2017-02-11 04:00:00,12.5,30.13,36,350.0,8.0
25 Gordon Street,2017-02-11 04:30:00,13.5,30.13,36,10.0,7.0
25 Gordon Street,2017-02-11 05:00:00,13.5,30.16,36,30.0,8.0
25 Gordon Street,2017-02-11 05:30:00,12.5,30.16,34,30.0,8.0
25 Gordon Street,2017-02-11 06:00:00,14.0,30.16,34,30.0,8.0
25 Gordon Street,2017-02-11 06:30:00,14.5,30.16,34,20.0,8.0
25 Gordon Street,2017-02-11 07:00:00,15.5,30.16,34,10.0,9.0
25 Gordon Street,2017-02-11 07:30:00,15.5,30.16,34,20.0,8.0
25 Gordon Street,2017-02-11 08:00:00,15.0,30.16,34,20.0,9.0
25 Gordon Street,2017-02-11 08:30:00,15.0,30.16,34,20.0,8.0
25 Gordon Street,2017-02-11 09:00:00,15.5,30.16,36,20.0,10.0
25 Gordon Street,2017-02-11 09:30:00,14.0,30.16,36,20.0,10.0
25 Gordon Street,2017-02-11 10:00:00,14.0,30.16,36,20.0,9.0
25 Gordon Street,2017-02-11 10:30:00,13.0,30.19,36,30.0,10.0
25 Gordon Street,2017-02-11 11:00:00,13.0,30.19,36,20.0,10.0
25 Gordon Street,2017-02-11 11:30:00,12.0,30.19,36,20.0,9.0
25 Gordon Street,2017-02-11 12:00:00,13.0,30.16,36,30.0,10.0
25 Gordon Street,2017-02-11 12:30:00,13.0,30.16,36,30.0,10.0
25 Gordon Street,2017-02-11 13:00:00,12.0,30.16,37,20.0,12.0
25 Gordon Street,2017-02-11 13:30:00,13.0,30.16,37,30.0,9.0
25 Gordon Street,2017-02-11 14:00:00,13.0,30.16,37,30.0,10.0
25 Gordon Street,2017-02-11 14:30:00,13.0,30.16,37,30.0,12.0
25 Gordon Street,2017-02-11 15:00:00,14.0,30.16,37,30.0,12.0
25 Gordon Street,2017-02-11 15:30:00,13.0,30.16,37,20.0,9.0
25 Gordon Street,2017-02-11 16:00:00,13.0,30.16,37,20.0,9.0
25 Gordon Street,2017-02-11 16:30:00,13.5,30.16,37,20.0,10.0
25 Gordon Street,2017-02-11 17:00:00,14.0,30.16,37,20.0,8.0
25 Gordon Street,2017-02-11 17:30:00,13.5,30.16,37,20.0,8.0
25 Gordon Street,2017-02-11 18:00:00,14.0,30.16,36,350.0,9.0
25 Gordon Street,2017-02-11 18:30:00,13.0,30.16,36,340.0,9.0
25 Gordon Street,2017-02-11 19:00:00,13.5,30.16,37,350.0,9.0
25 Gordon Street,2017-02-11 19:30:00,12.5,30.16,36,350.0,8.0
25 Gordon Street,2017-02-11 20:00:00,13.0,30.16,37,360.0,9.0
25 Gordon Street,2017-02-11 20:30:00,15.5,30.16,37,10.0,8.0
25 Gordon Street,2017-02-11 21:00:00,15.5,30.16,37,20.0,10.0
25 Gordon Street,2017-02-11 21:30:00,15.5,30.16,37,20.0,9.0
25 Gordon Street,2017-02-11 22:00:00,16.0,30.16,37,20.0,10.0
25 Gordon Street,2017-02-11 22:30:00,16.5,30.13,37,20.0,10.0
25 Gordon Street,2017-02-11 23:00:00,16.0,30.13,37,20.0,10.0
25 Gordon Street,2017-02-11 23:30:00,16.5,30.13,37,30.0,10.0
25 Gordon Street,2017-02-12 00:00:00,12.5,30.13,36,30.0,9.0
25 Gordon Street,2017-02-12 00:30:00,16.5,30.13,36,30.0,10.0
25 Gordon Street,2017-02-12 01:00:00,16.5,30.16,37,30.0,8.0
25 Gordon Street,2017-02-12 01:30:00,16.5,30.16,37,20.0,9.0
25 Gordon Street,2017-02-12 02:00:00,16.5,30.16,37,20.0,8.0
25 Gordon Street,2017-02-12 02:30:00,16.0,30.16,37,30.0,8.0
25 Gordon Street,2017-02-12 03:00:00,17.0,30.16,37,30.0,9.0
25 Gordon Street,2017-02-12 03:30:00,16.0,30.16,37,30.0,9.0
25 Gordon Street,2017-02-12 04:00:00,13.0,30.16,37,30.0,10.0
25 Gordon Street,2017-02-12 04:30:00,13.0,30.16,37,30.0,12.0
25 Gordon Street,2017-02-12 05:00:00,12.0,30.16,36,40.0,10.0
25 Gordon Street,2017-02-12 05:30:00,12.0,30.16,36,30.0,12.0
25 Gordon Street,2017-02-12 06:00:00,12.5,30.16,36,30.0,9.0
25 Gordon Street,2017-02-12 06:30:00,12.0,30.16,36,30.0,8.0
25 Gordon Street,2017-02-12 07:00:00,12.0,30.16,36,40.0,8.0
25 Gordon Street,2017-02-12 07:30:00,12.5,30.16,36,40.0,9.0
25 Gordon Street,2017-02-12 08:00:00,12.0,30.19,36,40.0,8.0
25 Gordon Street,2017-02-12 08:30:00,12.5,30.19,36,50.0,8.0
25 Gordon Street,2017-02-12 09:00:00,12.0,30.19,36,40.0,8.0
25 Gordon Street,2017-02-12 09:30:00,12.0,30.19,36,30.0,10.0
25 Gordon Street,2017-02-12 10:00:00,11.5,30.19,36,40.0,9.0
25 Gordon Street,2017-02-12 10:30:00,12.0,30.19,37,50.0,9.0
25 Gordon Street,2017-02-12 11:00:00,11.5,30.19,37,40.0,9.0
25 Gordon Street,2017-02-12 11:30:00,12.5,30.16,37,50.0,9.0
25 Gordon Street,2017-02-12 12:00:00,12.5,30.16,37,60.0,8.0
25 Gordon Street,2017-02-12 12:30:00,11.5,30.16,39,70.0,10.0
25 Gordon Street,2017-02-12 13:00:00,12.0,30.16,39,70.0,12.0
25 Gordon Street,2017-02-12 13:30:00,11.5,30.16,39,70.0,14.0
25 Gordon Street,2017-02-12 14:00:00,12.5,30.16,39,70.0,13.0
25 Gordon Street,2017-02-12 14:30:00,12.0,30.16,39,70.0,15.0
25 Gordon Street,2017-02-12 15:00:00,13.0,30.16,39,100.0,18.0
25 Gordon Street,2017-02-12 15:30:00,11.5,30.16,39,90.0,20.0
25 Gordon Street,2017-02-12 16:00:00,12.0,30.16,39,90.0,20.0
25 Gordon Street,2017-02-12 16:30:00,12.5,30.16,41,80.0,17.0
25 Gordon Street,2017-02-12 17:00:00,12.0,30.16,41,70.0,14.0
25 Gordon Street,2017-02-12 17:30:00,12.0,30.19,41,70.0,16.0
25 Gordon Street,2017-02-12 18:00:00,12.0,30.19,41,70.0,16.0
25 Gordon Street,2017-02-12 18:30:00,12.0,30.19,41,70.0,14.0
25 Gordon Street,2017-02-12 19:00:00,12.0,30.19,41,80.0,16.0
25 Gordon Street,2017-02-12 19:30:00,12.0,30.19,43,80.0,18.0
25 Gordon Street,2017-02-12 20:00:00,12.5,30.19,43,70.0,18.0
25 Gordon Street,2017-02-12 20:30:00,11.5,30.19,43,80.0,16.0
25 Gordon Street,2017-02-12 21:00:00,11.5,30.19,43,80.0,20.0
25 Gordon Street,2017-02-12 21:30:00,12.0,30.19,43,80.0,20.0
25 Gordon Street,2017-02-12 22:00:00,12.0,30.19,43,70.0,17.0
25 Gordon Street,2017-02-12 22:30:00,12.5,30.19,43,70.0,17.0
25 Gordon Street,2017-02-12 23:00:00,11.5,30.19,43,80.0,17.0
25 Gordon Street,2017-02-12 23:30:00,12.0,30.22,43,70.0,14.0
25 Gordon Street,2017-02-13 00:00:00,16.0,30.22,41,70.0,13.0
25 Gordon Street,2017-02-13 00:30:00,12.0,30.19,41,70.0,13.0
25 Gordon Street,2017-02-13 01:00:00,11.5,30.19,41,70.0,16.0
25 Gordon Street,2017-02-13 01:30:00,11.5,30.19,41,70.0,16.0
25 Gordon Street,2017-02-13 02:00:00,11.5,30.19,41,70.0,15.0
25 Gordon Street,2017-02-13 02:30:00,11.5,30.19,41,70.0,15.0
25 Gordon Street,2017-02-13 03:00:00,11.5,30.19,41,70.0,14.0
25 Gordon Street,2017-02-13 03:30:00,11.5,30.19,41,80.0,15.0
25 Gordon Street,2017-02-13 04:00:00,12.0,30.19,41,80.0,14.0
25 Gordon Street,2017-02-13 04:30:00,12.0,30.19,41,80.0,15.0
25 Gordon Street,2017-02-13 05:00:00,11.5,30.19,41,90.0,18.0
25 Gordon Street,2017-02-13 05:30:00,11.5,30.19,41,80.0,17.0
25 Gordon Street,2017-02-13 06:00:00,13.5,30.19,41,90.0,18.0
25 Gordon Street,2017-02-13 06:30:00,14.5,30.19,41,80.0,20.0
25 Gordon Street,2017-02-13 07:00:00,15.0,30.19,41,80.0,17.0
25 Gordon Street,2017-02-13 07:30:00,14.5,30.19,41,80.0,18.0
25 Gordon Street,2017-02-13 08:00:00,16.0,30.19,41,80.0,17.0
25 Gordon Street,2017-02-13 08:30:00,16.5,30.19,41,80.0,21.0
25 Gordon Street,2017-02-13 09:00:00,17.0,30.19,43,80.0,22.0
25 Gordon Street,2017-02-13 09:30:00,20.0,30.19,43,80.0,20.0
25 Gordon Street,2017-02-13 10:00:00,22.5,30.22,43,80.0,18.0
25 Gordon Street,2017-02-13 10:30:00,25.0,30.22,45,80.0,22.0
25 Gordon Street,2017-02-13 11:00:00,26.0,30.19,46,90.0,23.0
25 Gordon Street,2017-02-13 11:30:00,23.5,30.19,46,90.0,24.0
25 Gordon Street,2017-02-13 12:00:00,24.5,30.19,48,90.0,23.0
